id	type	name	description
PP7435_Chr4-0422	ORF	SSA1	ATPase involved in protein folding and NLS-directed nuclear transport, member of HSP70 family, forms chaperone complex with Ydj1p, enriched in cytosol, known in S. cerevisiae to be also in the nucleus and cell wall, 98% identical with paralog Ssa2p, but subtle differences between the two proteins provide functional specificity with respect to propagation of yeast [URE3] prions and vacuolar-mediated degradations of gluconeogenesis enzymes, general targeting factor of Hsp104p to prion fibrils, Pichia pastoris does not have the paralog SSA2
PP7435_Chr4-0423	ORF	POM33	Transmembrane nucleoporin, involved in nuclear pore complex (NPC) distribution, assembly or stabilization, highly conserved across species, orthologous to human TMEM33, enriched among several compartments, protein abundance in S. cerevisiae increases in response to DNA replication stress, Pichia pastoris has also the paralog PER33
PP7435_Chr4-0424	ORF	PP7435_Chr4-0424	Protein with similarity to YPR127W, enriched in cytosol, and additionally enriched in Golgi in glucose-grown cells (Putative pyridoxine 4-dehydrogenase, in S. cerevisiae differentially expressed during alcoholic fermentation, expression activated by transcription factor YRM1/YOR172W and green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus)
PP7435_Chr4-0425	ORF	PP7435_Chr4-0425	Hypothetical protein conserved (domain: SHNi-TPR, TPR-like)
PP7435_Chr4-0426	ORF	CDC3	Component of the septin ring that is required for cytokinesis, septins are GTP-binding proteins that assemble with other septins into rod-like complexes that can associate with other rods to form filament polymers, septin rings at the mother-bud neck act as scaffolds for recruiting factors needed for cell division and as barriers to prevent diffusion of specific proteins between mother and daughter cells, enriched in plasma membrane and mitochondria in glucose-grown cells and in Golgi in methanol-grown cells
PP7435_Chr4-0427	ORF	PP7435_Chr4-0427	Protein with low similarity to RSA3, protein with a putative role in ribosomal maturation
PP7435_Chr4-0428	ORF	SDD3	Putative metalloprotease, in S. cerevisiae the overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P
PP7435_Chr4-0429	ORF	CPR2	Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues, has a potential role in the secretory pathway, enriched in microsome and Golgi, Pichia pastoris has also the paralog CPR5
PP7435_Chr4-0430	ORF	ALG12	Alpha-1,6-mannosyltransferase localized to the ER, responsible for the addition of the alpha-1,6 mannose to dolichol-linked Man7GlcNAc2, acts in the dolichol pathway for N-glycosylation, enriched in microsome
PP7435_Chr4-0431	ORF	PP7435_Chr4-0431	Protein with similarity to YNR029C, enriched in cytosol in glucose-grown cells (Putative protein of unknown function, deletion in S. cerevisiae confers reduced fitness in saline)
PP7435_Chr4-0432	ORF	BCH2	Member of the ChAPs (Chs5p-Arf1p-binding proteins) family, part of the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane, enriched in microsome in glucose-grown cells, Pichia pastoris does not have the paralog CHS6
PP7435_Chr4-0433	ORF	SAP190	Protein that forms a complex with the Sit4p protein phosphatase, required for Sit4p function, member of a family of similar proteins including Sap4p, Sap155p, and Sap185p, Pichia pastoris has also the paralog SAP185
PP7435_Chr4-0434	ORF	CAT8-2	Zinc cluster transcriptional activator, necessary for derepression of a variety of genes under non-fermentative growth conditions, active after diauxic shift, binds carbon source responsive elements, relative distribution to the nucleus increases upon DNA replication stress
PP7435_Chr4-0435	ORF	PP7435_Chr4-0435	Hypothetical protein conserved (domain: LrgB-like family)
PP7435_Chr4-0436	ORF	PRP6	Splicing factor, component of the U4/U6-U5 snRNP complex
PP7435_Chr4-0437	ORF	RRB1	Specific chaperone for ribosomal protein Rpl3p, binds to nascent Rpl3p during translation, enriched in cytosol in glucose-grown cells, essential gene in S. cerevisiae
PP7435_Chr4-0438	ORF	PP7435_Chr4-0438	Hypothetical protein conserved (domain: PQ loop repeat)
PP7435_Chr4-0439	ORF	NB4M	NB4M (B14) subunit of mitochondrial NADH:ubiquinone oxidoreductase (complex I) of Pichia pastoris, enriched in mitochondria, and additionally enriched in cytosol in glucose-grown cells
PP7435_Chr4-0440	ORF	PP7435_Chr4-0440	Protein with low similarity to guanine nucleotide exchange factors
PP7435_Chr4-0441	ORF	TUB2	Beta-tubulin, associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules, enriched in cytosol
PP7435_Chr4-0442	ORF	VBA1-2	Permease of basic amino acids in the vacuolar membrane, enriched in vacuole in methanol-grown cells
PP7435_Chr4-0443	ORF	ASI1	Subunit of the nuclear inner membrane Asi ubiquitin ligase complex, Asi complex targets both misfolded proteins and regulators of sterol biosynthesis for ubiquitin-mediated degradation, acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signalling by targeting latent unprocessed forms of Stp1p and Stp2p and maintains the repressed state of gene expression in the absence of inducing amino acids, Pichia pastoris does not have the paralog ASI3
PP7435_Chr4-0444	ORF	PP7435_Chr4-0444	Protein with similarity to YLR352W (Putative protein of unknown function with similarity to F-box proteins, interacts with Skp1p and Cdc53p, in S. cerevisiae YLR352W is not an essential gene)
PP7435_Chr4-0445	ORF	KSS1	Mitogen-activated protein kinase (MAPK) involved in signal transduction pathways that control filamentous growth and pheromone response, the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains
PP7435_Chr4-0447	ORF	PP7435_Chr4-0447	Protein with low similarity to ERG29, protein of unknown function involved in ergosterol biosynthesis
PP7435_Chr4-0448	ORF	TIP1	Major cell wall mannoprotein with possible lipase activity, transcription is induced in S. cerevisiae by heat- and cold-shock, member of the Srp1p/Tip1p family of serine-alanine-rich proteins
PP7435_Chr4-0449	ORF	MTR2	mRNA transport regulator, essential nuclear protein in S. cerevisiae, Mex67p and Mtr2p form a mRNA export complex which binds to RNA
PP7435_Chr4-0450	ORF	SMA2	Meiosis-specific prospore membrane protein, required to produce bending force necessary for proper assembly of the prospore membrane during sporulation
PP7435_Chr4-0451	ORF	ECM7	Putative integral membrane protein with a role in calcium uptake, S. cerevisiae non-essential protein, mutant has cell wall defects and Ca+ uptake deficiencies, transcription is induced under conditions of zinc deficiency
PP7435_Chr4-0452	ORF	ORC1	Largest subunit of the origin recognition complex, involved in directing DNA replication by binding to replication origins, also involved in transcriptional silencing, exhibits ATPase activity, Pichia pastoris does not have the paralog SIR3
PP7435_Chr4-0453	ORF	RPS1B	Ribosomal protein 10 (rp10) of the small (40S) subunit, homologous to mammalian ribosomal protein S3A, no bacterial homolog, enriched among several compartments, Pichia pastoris does not have the paralog RPS1A
PP7435_Chr4-0454	ORF	IMD3	Inosine monophosphate dehydrogenase, catalyzes the first step of GMP biosynthesis, member of a four-gene family in S. cerevisiae, constitutively expressed, enriched in cytosol, Pichia pastoris does not have the paralog IMD4
PP7435_Chr4-0455	tRNA	PP7435_Chr4-0455	 
PP7435_Chr4-0456	ORF	TYS1	Cytoplasmic tyrosyl-tRNA synthetase, required for cytoplasmic protein synthesis, interacts with positions 34 and 35 of the tRNATyr anticodon, mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies, enriched in cytosol, protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr4-0457	ORF	UBR2	Ubiquitin-protein ligase (E3), known in S. cerevisiae as cytoplasmic protein, required for ubiquitylation of Rpn4p, mediates formation of a Mub1p-Ubr2p-Rad6p complex
PP7435_Chr4-0458	ORF	QCR9	Subunit 9 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain, required for electron transfer at the ubiquinol oxidase site of the complex, known in S. cerevisiae as mitochondrial protein
PP7435_Chr4-0459	ORF	HGH1	Non-essential protein of unknown function, predicted to be involved in ribosome biogenesis, enriched in cytosol in glucose-grown cells, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, similar to mammalian BRP16 (Brain protein 16), relative distribution to the nucleus increases upon DNA replication stress
PP7435_Chr4-0460	ORF	TFG1	TFIIF (Transcription Factor II) largest subunit, involved in both transcription initiation and elongation of RNA polymerase II, homologous to human RAP74
PP7435_Chr4-0461	ORF	ZRT2	Low-affinity zinc transporter, enriched in mitochondria, known in S. cerevisiae as plasma membrane protein which transcription is induced under low-zinc conditions by the Zap1p transcription factor
PP7435_Chr4-0462	ORF	PP7435_Chr4-0462	Hypothetical protein not conserved
PP7435_Chr4-0463	ORF	FCY2	Purine-cytosine permease, mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation, relative distribution to the vacuole increases upon DNA replication stress
PP7435_Chr4-0464	ORF	PP7435_Chr4-0464	Hypothetical protein not well conserved (domain: Tricorn protease domain 2)
PP7435_Chr4-0465	ORF	CCT6	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, enriched in cytosol, essential protein in S. cerevisiae that is required for the assembly of actin and tubulins in vivo, contains an ATP-binding motif
PP7435_Chr4-0466	ORF	NOP14	Protein which forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits, also present in the small subunit processome complex, which is required for processing of pre-18S rRNA, enriched in cytosol in methanol-grown cells, known in S. cerevisiae as nucleolar protein
PP7435_Chr4-0467	ORF	CEM1	Beta-keto-acyl synthase with possible role in fatty acid synthesis, known in S. cerevisiae as mitochondrial protein, required for mitochondrial respiration
PP7435_Chr4-0468	ORF	ATG9	Integral membrane protein of Pichia pastoris that traffics to vacuolar membranes and sequester peroxisomes during pexophagy, previously known in Pichia pastoris as GSA14 and PpATG9
PP7435_Chr4-0469	ORF	KRE6	Type II integral membrane protein, required for beta-1,6 glucan biosynthesis, putative beta-glucan synthase, known in S. cerevisiae to localize to ER, plasma membrane, sites of polarized growth and secretory vesicles, functionally redundant with Skn1p, Pichia pastoris does not have the paralog SKN1
PP7435_Chr4-0470	ORF	PP7435_Chr4-0470	Protein with low similarity to FF domain proteins
PP7435_Chr4-0471	ORF	PRE9	Alpha 3 subunit of the 20S proteasome, enriched in cytosol, and additionally enriched in Golgi in methanol-grown cells, the only non-essential 20S subunit in S. cerevisiae, may be replaced by the alpha 4 subunit (Pre6p) under stress conditions to create a more active proteasomal isoform
PP7435_Chr4-0472	ORF	PHB1	Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins, determinant of replicative life span, involved in mitochondrial segregation, enriched in mitochondria
PP7435_Chr4-0473	ORF	NCE102	Protein of unknown function, contains transmembrane domains, involved in secretion of proteins that lack classical secretory signal sequences, component of the detergent-insoluble glycolipid-enriched complexes (DIGs), enriched among several compartments, Pichia pastoris does not have the paralog FHN1
PP7435_Chr4-0474	ORF	PP7435_Chr4-0474	Protein with low similarity to sentrin-specific protease 2
PP7435_Chr4-0475	ORF	NCA2	Protein involved in regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase, functions with Nca3p, enriched in mitochondria in methanol-grown cells
PP7435_Chr4-0476	ORF	PIN3	Negative regulator of actin nucleation-promoting factor activity, interacts with Las17p, a homolog of human Wiskott-Aldrich Syndrome protein (WASP), via an N-terminal SH3 domain, and along with LSB1 cooperatively inhibits the nucleation of actin filaments, induces the appearance of the [PIN+] prion when overproduced, Pichia pastoris does not have the paralog LSB1
PP7435_Chr4-0477	ORF	CAF130	Subunit of the CCR4-NOT transcriptional regulatory complex, CCR4-NOT complex is evolutionarily-conserved and involved in controlling mRNA initiation, elongation, and degradation
PP7435_Chr4-0478	ORF	RSB1	Putative sphingoid long-chain base (LCB) efflux transporter, known in S. cerevisiae as integral plasma membrane transporter and may transport long chain bases (LCBs) from the cytoplasmic side toward the extracytoplasmic side of the membrane, role in glycerophospholipid translocation, suppressor in S. cerevisiae of the sphingoid LCB sensitivity of an LCB-lyase mutation
PP7435_Chr4-0479	ORF	GIP2	Putative regulatory subunit of protein phosphatase Glc7p, involved in glycogen metabolism, contains a conserved motif (GVNK motif) that is also found in Gac1p, Pig1p, and Pig2p, Pichia pastoris does not have the paralog PIG2
PP7435_Chr4-0480	ORF	PP7435_Chr4-0480	Hypothetical protein not well conserved (domain: Mitochondrial protein Pet20)
PP7435_Chr4-0481	ORF	PEX4	Ubiquitin conjugating enzyme required for peroxisomal matrix protein import and peroxisome biogenesis, known in S. cerevisiae as peroxisomal protein, previously known in Pichia pastoris as PAS4
PP7435_Chr4-0482	ORF	PEX26	Peroxisomal membrane protein, enriched in peroxisome
PP7435_Chr4-0483	ribosomal RNA	PP7435_Chr4-0483	8S ribosomal RNA
PP7435_Chr4-0484	ORF	TPD3	Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p, required for cell morphogenesis and transcription by RNA polymerase III, enriched in cytosol in glucose-grown cells
PP7435_Chr4-0485	ORF	PMU1	Putative phosphomutase, contains a region homologous to the active site of phosphomutases, enriched in cytosol in glucose-grown cells, in S. cerevisiae the overexpression suppresses the histidine auxotrophy of an ade3 ade16 ade17 triple mutant and the temperature sensitivity of a tps2 mutant
PP7435_Chr4-0487	ORF	CCR4	Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression, known in S. cerevisiae as component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening
PP7435_Chr4-0488	ORF	PP7435_Chr4-0488	Protein with similarity to YGL108C, enriched in microsome (Protein of unknown function, predicted to be palmitoylated, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, protein abundance increases in response to DNA replication stress)
PP7435_Chr4-0489	ORF	PIC2	Phosphate carrier known in S. cerevisiae as mitochondrial protein, imports inorganic phosphate into mitochondria, functionally redundant with Mir1p but less abundant than Mir1p under normal conditions, expression in S. cerevisiae is induced at high temperature
PP7435_Chr4-0490	ORF	ADR1	Transcription factor known as methanol expression regulator, essential in Pichia pastoris for the utilization of amino acids as unique carbon source, which regulates the synthesis of several key enzymes involved in amino acid metabolism and promotes the expression of Aox1 by repressing glycerol transporter, previously published in Pichia pastoris as Mxr1 but not related to S. cerevisiae Mxr1
PP7435_Chr4-0491	ORF	PP7435_Chr4-0491	Protein with low similarity to GRF zinc finger domain containing proteins
PP7435_Chr4-0492	ORF	EXO1	5'-3' exonuclease and flap-endonuclease, involved in recombination, double-strand break repair and DNA mismatch repair, member of the Rad2p nuclease family, with conserved N and I nuclease domains, relative distribution to the nucleus increases upon DNA replication stress, Pichia pastoris does not have the paralog DIN7
PP7435_Chr4-0493	ORF	SFB3	Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat, required for cargo selection during vesicle formation in ER to Golgi transport, homologous to Sec24p and Sfb2p, enriched in plasma membrane in glucose-grown cells, known in S. cerevisiae as protein of the COPII vesicle coat
PP7435_Chr4-0494	ORF	CSC1-1	Calcium permeable gated cation channel, may be involved in detoxification, similar to Arabidopsis CSC1, enriched in vacuole in methanol-grown cells
PP7435_Chr4-0495	ORF	EBS1	Protein involved in translation inhibition and nonsense-mediated decay, interacts with cap binding protein Cdc33p and with Nam7p, known in S. cerevisiae as protein of the P-bodies upon glucose starvation, mRNA abundance regulated by mRNA decay factors, Pichia pastoris does not have the paralog EST1
PP7435_Chr4-0496	ORF	PP7435_Chr4-0496	Protein with low similarity to UME6, transcriptional regulatory protein
PP7435_Chr4-0497	ORF	PP7435_Chr4-0497	Hypothetical protein not conserved
PP7435_Chr4-0498	ORF	VPS34	Phosphatidylinositol (PI) 3-kinase that synthesizes PI-3-phosphate, forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting, activated by the GTP-bound form of Gpa1p, a fraction is known in S. cerevisiae to localize to nuclear pores at nucleus-vacuole junctions with Vps15p, and may facilitate transcription elongation for genes positioned at the nuclear periphery
PP7435_Chr4-0499	ORF	CAB5	Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC), subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p, probable dephospho-CoA kinase (DPCK) that catalyzes the last step in coenzyme A biosynthesis, in S. cerevisiae the protein is detected in purified mitochondria in high-throughput studies, but is also localized to lipid droplets and the null mutant lethality is complemented by human homolog DCAKD and by E. coli coaE (encoding DPCK)
PP7435_Chr4-0500	ORF	RKM2	Ribosomal protein lysine methyltransferase, responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp, enriched in cytosol in methanol-grown cells
PP7435_Chr4-0501	ORF	PAN5	2-dehydropantoate 2-reductase, part of the pantothenic acid pathway, structurally homologous to E. coli panE
PP7435_Chr4-0502	ORF	RVB1	ATP-dependent DNA helicase, also known as pontin, member of the AAA+ and RuvB-like protein families, similar to Rvb2p, conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1), involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly, enriched in Golgi, and additionally enriched in cytosol in methanol-grown cells
PP7435_Chr4-0503	ORF	HST4	NAD(+)-dependent protein deacetylase, deacetylation targets are primarily mitochondrial proteins, involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism, accumulates in S. cerevisiae in mitochondria in response to biotin starvation and may link biotin metabolism with energy homeostasis, member of the Sir2 family and may be the functional equivalent of human SIRT3
PP7435_Chr4-0505	tRNA	PP7435_Chr4-0505	 
PP7435_Chr4-0506	ORF	DBP9	DEAD-box protein required for 27S rRNA processing, exhibits DNA, RNA and DNA/RNA helicase activities, ATPase activity shows preference for DNA over RNA, DNA helicase activity abolished by mutation in RNA-binding domain, enriched in plasma membrane and cytosol in glucose-grown cells
PP7435_Chr4-0508	ORF	CXF1	Putative cation efflux family protein, enriched in Golgi and vacuole
PP7435_Chr4-0509	ORF	PpBMT4	Beta-mannosyltransferase 4 of Pichia pastoris, not related to S. cerevisiae BMT4, enriched among several compartments
PP7435_Chr4-0510	ORF	ALD100	Putative NAD-dependent aldehyde dehydrogenase, enriched in cytosol in glucose-grown cells
PP7435_Chr4-0511	ORF	PP7435_Chr4-0511	Hypothetical protein conserved
PP7435_Chr4-0512	ORF	KAR4	Transcription factor required in S. cerevisiae for gene regulation in response to pheromones, also required during meiosis, exists in two forms, a slower-migrating form more abundant during vegetative growth and a faster-migrating form induced by pheromone
PP7435_Chr4-0513	ORF	PP7435_Chr4-0513	Hypothetical protein not conserved
PP7435_Chr4-0514	ORF	GEF1-3	Voltage-gated chloride channel localized in S. cerevisiae to the Golgi, the endosomal system, and plasma membrane, and involved in cation homeostasis, highly homologous to vertebrate voltage-gated chloride channels, modulates TBSV model (+) RNA virus replication by regulating copper metabolism
PP7435_Chr4-0515	ORF	LMT1	Putative S-adenosylmethionine-dependent methyltransferases class I, enriched among several compartments
PP7435_Chr4-0516	ORF	SPB1	AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation, methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921, enriched among several compartments, suppressor of S. cerevisiae PAB1 mutants
PP7435_Chr4-0517	ORF	PBN1	Component of glycosylphosphatidylinositol-mannosyltransferase I, essential component, required for the autocatalytic post-translational processing of the protease B precursor Prb1p, enriched in microsome and Golgi, and additionally enriched in mitochondria in glucose-grown cells, in S. cerevisiae localizes to ER in lumenal orientation, homolog of mammalian PIG-X
PP7435_Chr4-0518	ORF	PP7435_Chr4-0518	Hypothetical protein not conserved
PP7435_Chr4-0519	ORF	PP7435_Chr4-0519	Hypothetical protein not conserved
PP7435_Chr4-0520	ORF	ABP140	AdoMet-dependent tRNA methyltransferase and actin binding protein, C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif, N-terminal actin binding sequence interacts with actin filaments and is known in S. cerevisiae as protein of the actin patches and cables, N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift
PP7435_Chr4-0521	ORF	ATG5	Conserved protein involved in autophagy and the Cvt pathway, undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation, conjugated Atg12p also forms a complex with Atg16p that is essentialin S. cerevisiae for autophagosome formation
PP7435_Chr4-0522	ORF	PP7435_Chr4-0522	Protein with low similarity to SGT1 domain-containing proteins
PP7435_Chr4-0523	ORF	PP7435_Chr4-0523	Protein with similarity to YPL150W (Protein kinase of unknown cellular role, binds phosphatidylinositols and cardiolipin in a large-scale study)
PP7435_Chr4-0524	ORF	RPS13	Protein component of the small (40S) ribosomal subunit, homologous to mammalian ribosomal protein S13 and bacterial S15, enriched in cytosol, and additionally enriched in plasma membrane in glucose-grown cells
PP7435_Chr4-0525	ORF	PP7435_Chr4-0525	Hypothetical protein not conserved
PP7435_Chr4-0526	ORF	PP7435_Chr4-0526	Hypothetical protein not conserved
PP7435_Chr4-0527	ORF	RTR1	CTD phosphatase, dephosphorylates S5-P in the C-terminal domain of Rpo21p, has a cysteine-rich motif required for function and conserved in eukaryotes, known in S. cerevisiae to shuttle between the nucleus and cytoplasm, Pichia pastoris does not have the paralog RTR2
PP7435_Chr4-0528	ORF	EMP65	Protein known in S. cerevisiae as ER integral membrane protein, forms an ER-membrane associated protein complex with Slp1p, identified in S. cerevisiae along with SLP1 in a screen for mutants defective in the unfolded protein response (UPR), proposed to function in the folding of integral membrane proteins, interacts genetically with MPS3, the authentic, in S. cerevisiae non-tagged protein is detected in highly purified mitochondria in high-throughput studies
PP7435_Chr4-0529	ORF	PpBMT1	Beta-mannosyltransferase 1 of Pichia pastoris, not related to S. cerevisiae BMT1, enriched among several compartments
PP7435_Chr4-0530	ORF	PpBMT2	Beta-mannosyltransferase 2 of Pichia pastoris, not related to S. cerevisiae BMT2, enriched in microsome and Golgi
PP7435_Chr4-0531	ORF	COX15	Protein required for the hydroxylation of heme O to form heme A, which is an essential prosthetic group for cytochrome c oxidase
PP7435_Chr4-0532	ORF	LSM2	Lsm (Like Sm) protein, part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay, nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA, enriched in cytosol in methanol-grown cells, known in S. cerevisiae as nuclear protein that relocalizes to cytoplasmic foci upon DNA replication stress
PP7435_Chr4-0533	ORF	PP7435_Chr4-0533	Protein with low similarity to YER137C, putative protein of unknown function
PP7435_Chr4-0534	ORF	PP7435_Chr4-0534	Hypothetical protein conserved (domain: UAF complex subunit Rrn10)
PP7435_Chr4-0535	ORF	NCL1	S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs, enriched in cytosol, increases in S. cerevisiae proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon, loss of NCL1 confers hypersensitivity to oxidative stress, similar to Nop2p and human proliferation associated nucleolar protein p120
PP7435_Chr4-0536	ORF	HRD1-2	Ubiquitin-protein ligase, required for ER-associated degradation (ERAD) of misfolded proteins, genetically linked to the unfolded protein response (UPR), regulated through association with Hrd3p, contains an H2 ring finger, likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon
PP7435_Chr4-0537	ORF	RFT1	Membrane protein required for translocation of Man5GlcNac2-PP-Dol, required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase, mutation in S. cerevisiae is suppressed by expression of human p53 protein, essential gene
PP7435_Chr4-0538	ORF	HAP3-1	Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression, contains sequences contributing to both complex assembly and DNA binding
PP7435_Chr4-0539	ORF	PIM1-1	ATP-dependent Lon protease, involved in degradation of misfolded proteins in mitochondria, required for biogenesis and maintenance of mitochondria, previously known in Pichia pastoris as PIM1, enriched in vacuole in glucose-grown cells
PP7435_Chr4-0540	ORF	PP7435_Chr4-0540	Protein with low similarity to putative E3 ubiquitin-protein ligase
PP7435_Chr4-0541	ORF	MKS1	Pleiotropic negative transcriptional regulator involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation, involved in retrograde (RTG) mitochondria-to-nucleus signaling
PP7435_Chr4-0542	ORF	DUR3-3	Transporter for both urea and polyamines, known in S. cerevisiae as plasma membrane protein whose expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway
PP7435_Chr4-0543	ORF	ZIM17	Protein co-chaperone with a zinc finger motif, essential in S. cerevisiae for protein import into mitochondria, may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix, required for the maintenance of Ssc1p solubility and assists in the functional interaction of Ssc1p with substrate proteins
PP7435_Chr4-0544	ORF	PP7435_Chr4-0544	Hypothetical protein not well conserved (domain: DEAD/DEAH box helicase, P-loop containing nucleoside triphosphate hydrolase)
PP7435_Chr4-0545	ORF	PHA2	Prephenate dehydratase, catalyzes the conversion of prephanate to phenylpyruvate, which is a step in the phenylalanine biosynthesis pathway
PP7435_Chr4-0546	ORF	HRT1	RING-H2 domain core subunit of multiple ubiquitin ligase complexes, subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p, subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions, subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair
PP7435_Chr4-0547	ORF	MED7	Subunit of the RNA polymerase II mediator complex, associates with core polymerase subunits to form the RNA polymerase II holoenzyme, essential in S. cerevisiae for transcriptional regulation
PP7435_Chr4-0548	tRNA	PP7435_Chr4-0548	 
PP7435_Chr4-0549	ORF	TIF35	eIF3g subunit of the core complex of translation initiation factor 3 (eIF3), enriched in vacuole and cytosol in glucose-grown cells, which is essential in S. cerevisiae for translation, stimulates resumption of ribosomal scanning during translation reinitiation
PP7435_Chr4-0550	tRNA	PP7435_Chr4-0550	 
PP7435_Chr4-0551	ORF	PP7435_Chr4-0551	Protein with similarity to YDL124W, enriched in cytosol (NADPH-dependent alpha-keto amide reductase, reduces aromatic alpha-keto amides, aliphatic alpha-keto esters, and aromatic alpha-keto esters, member of the aldo-keto reductase (AKR) family, protein abundance in S. cerevisiae increases in response to DNA replication stress)
PP7435_Chr4-0552	ORF	EMP47	Integral membrane component of ER-derived COPII-coated vesicles, functions in ER to Golgi transport, enriched among several compartments, known in S. cerevisiae as protein of the COPII vesicle coat, Pichia pastoris does not have the paralog EMP46
PP7435_Chr4-0553	ORF	CDC39	Subunit of the CCR4-NOT1 core complex, this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation, basal transcription factor that increases initiation and elongation, activates the ATPase activity of Dhh1p, resulting in processing body disassembly, enriched in plasma membrane and cytosol in glucose-grown cells
PP7435_Chr4-0554	ORF	CDC50	Protein that interacts with phospholipid flippase Drs2p, enriched in Golgi, and additionally enriched in vacuole in glucose-grown cells, known in S. cerevisiae as endosomal protein where its interaction with Drs2 is essential for Drs2p catalytic activity and mutations affect cell polarity and polarized growth, similar to Lem3p, Pichia pastoris does not have the paralog YNR048W
PP7435_Chr4-0555	ORF	UBC1	Ubiquitin-conjugating enzyme, mediates selective degradation of short-lived and abnormal proteins, plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD), component of the cellular stress response, enriched in cytosol, protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr4-0557	ORF	NESM	NESM (ESSS) subunit of mitochondrial NADH:ubiquinone oxidoreductase (complex I) of Pichia pastoris, enriched in mitochondria, and additionally enriched in microsome in glucose-grown cells
PP7435_Chr4-0558	ORF	PP7435_Chr4-0558	Hypothetical protein not well conserved (domain: Mitotic checkpoint protein)
