PP7435_Chr1-0001	PAS_chr1-3_0003
PP7435_Chr1-3061	PAS_chr1-4_0522
PP7435_Chr1-3072	PAS_chr1-4_0523
PP7435_Chr1-3083	PAS_chr1-4_0558
PP7435_Chr1-3094	PAS_chr1-4_0559
PP7435_Chr1-3105	homolog not anymore annotated
PP7435_Chr1-3116	PAS_chr1-4_0703
PP7435_Chr1-3138	PAS_chr1-4_0594
PP7435_Chr1-3149	PAS_chr1-4_0614
PP7435_Chr1-3160	PAS_chr1-4_0615
PP7435_Chr1-3171	PAS_chr1-4_0630
PP7435_Chr1-3193	PAS_chr1-4_0704
PP7435_Chr1-3204	PAS_chr1-4_0701
PP7435_Chr1-3215	PAS_chr1-4_0645
PP7435_Chr1-3226	PAS_chr1-4_0647
PP7435_Chr1-3237	PAS_c121_0011
PP7435_Chr1-3248	PAS_FragB_0071
PP7435_Chr1-3259	PAS_FragB_0002
PP7435_Chr1-3270	PAS_FragB_0018
PP7435_Chr1-3281	PAS_FragB_0033
PP7435_Chr1-3292	PAS_FragB_0041
PP7435_Chr1-3303	PAS_FragB_0044
PP7435_Chr1-3314	PAS_FragB_0045
PP7435_Chr1-3325	PAS_FragB_0053
PP7435_Chr1-3336	PAS_FragB_0054
PP7435_Chr1-3347	PAS_FragB_0058
PP7435_Chr1-3358	PAS_FragB_0058
PP7435_Chr1-3369	PAS_FragB_0069
PP7435_Chr1-3391	no GS115 homolog
PP7435_Chr1-3402	PAS_chr1-3_0021
PP7435_Chr1-3413	PAS_chr1-4_0200
PP7435_Chr1-3414	homolog not anymore annotated
PP7435_Chr1-3424	homolog not anymore annotated
PP7435_Chr1-3446	no GS115 homolog
PP7435_Chr1-3457	PAS_chr1-1_0377
PP7435_Chr1-3468	homolog not anymore annotated
PP7435_Chr1-3479	homolog not anymore annotated
PP7435_Chr1-3490	no GS115 homolog
PP7435_Chr1-3501	PAS_chr1-1_0471
PP7435_Chr1-3512	no GS115 homolog
PP7435_Chr2-0001	PAS_chr2-2_0003
PP7435_Chr2-0002	PAS_chr2-2_0004
PP7435_Chr2-0003	PAS_chr2-2_0005
PP7435_Chr2-0004	PAS_chr2-2_0007
PP7435_Chr2-0005	PAS_chr2-2_0009
PP7435_Chr2-0006	PAS_chr2-2_0011
PP7435_Chr2-0007	
PP7435_Chr2-0008	PAS_chr2-2_0013
PP7435_Chr2-0009	PAS_chr2-2_0014
PP7435_Chr2-0010	PAS_chr2-2_0015
PP7435_Chr2-0011	PAS_chr2-2_0016
PP7435_Chr2-0012	PAS_chr2-2_0448
PP7435_Chr2-0013	PAS_chr2-2_0017
PP7435_Chr2-0014	PAS_chr2-2_0018
PP7435_Chr2-0015	PAS_chr2-2_0019
PP7435_Chr2-0016	PAS_chr2-2_0021
PP7435_Chr2-0017	PAS_chr2-2_0022
PP7435_Chr2-0018	PAS_chr2-2_0023
PP7435_Chr2-0019	PAS_chr2-2_0024
PP7435_Chr2-0020	PAS_chr2-2_0025
PP7435_Chr2-0021	homolog not anymore annotated
PP7435_Chr2-0022	PAS_chr2-2_0027
PP7435_Chr2-0023	PAS_chr2-2_0028
PP7435_Chr2-0024	PAS_chr2-2_0449
PP7435_Chr2-0025	PAS_chr2-2_0450
PP7435_Chr2-0026	PAS_chr2-2_0029
PP7435_Chr2-0027	PAS_chr2-2_0030
PP7435_Chr2-0028	PAS_chr2-2_0031
PP7435_Chr2-0029	PAS_chr2-2_0032
PP7435_Chr2-0030	PAS_chr2-2_0033
PP7435_Chr2-0031	PAS_chr2-2_0034
PP7435_Chr2-0032	PAS_chr2-2_0035
PP7435_Chr2-0033	PAS_chr2-2_0036
PP7435_Chr2-0034	PAS_chr2-2_0037
PP7435_Chr2-0035	PAS_chr2-2_0038
PP7435_Chr2-0036	PAS_chr2-2_0039
PP7435_Chr2-0037	
PP7435_Chr2-0038	
PP7435_Chr2-0039	PAS_chr2-2_0451
PP7435_Chr2-0041	PAS_chr2-2_0041
PP7435_Chr2-0042	PAS_chr2-2_0042
PP7435_Chr2-0043	PAS_chr2-2_0043
PP7435_Chr2-0044	no GS115 homolog
PP7435_Chr2-0045	PAS_chr2-2_0044
PP7435_Chr2-0046	PAS_chr2-2_0045
PP7435_Chr2-0047	PAS_chr2-2_0046
PP7435_Chr2-0048	PAS_chr2-2_0047
PP7435_Chr2-0049	PAS_chr2-2_0048
PP7435_Chr2-0050	PAS_chr2-2_0049
PP7435_Chr2-0051	PAS_chr2-2_0050
PP7435_Chr2-0052	PAS_chr2-2_0453
PP7435_Chr2-0053	PAS_chr2-2_0051
PP7435_Chr2-0054	PAS_chr2-2_0052
PP7435_Chr2-0055	PAS_chr2-2_0053
PP7435_Chr2-0056	PAS_chr2-2_0054
PP7435_Chr2-0057	PAS_chr2-2_0055
PP7435_Chr2-0058	PAS_chr2-2_0056
PP7435_Chr2-0059	PAS_chr2-2_0057
PP7435_Chr2-0060	PAS_chr2-2_0058
PP7435_Chr2-0061	PAS_chr2-2_0059
PP7435_Chr2-0062	PAS_chr2-2_0060
PP7435_Chr2-0063	PAS_chr2-2_0060
PP7435_Chr2-0064	PAS_chr2-2_0061
PP7435_Chr2-0065	no GS115 homolog
PP7435_Chr2-0066	PAS_chr2-2_0062
PP7435_Chr2-0067	PAS_chr2-2_0063
PP7435_Chr2-0068	PAS_chr2-2_0064
PP7435_Chr2-0069	PAS_chr2-2_0454
PP7435_Chr2-0070	PAS_chr2-2_0065
PP7435_Chr2-0071	PAS_chr2-2_0066
PP7435_Chr2-0072	PAS_chr2-2_0067
PP7435_Chr2-0073	PAS_chr2-2_0068
PP7435_Chr2-0074	PAS_chr2-2_0070
PP7435_Chr2-0075	PAS_chr2-2_0071
PP7435_Chr2-0076	PAS_chr2-2_0072
PP7435_Chr2-0077	PAS_chr2-2_0456
PP7435_Chr2-0078	PAS_chr2-2_0073
PP7435_Chr2-0079	PAS_chr2-2_0455
PP7435_Chr2-0080	PAS_chr2-2_0074
PP7435_Chr2-0081	PAS_chr2-2_0075
PP7435_Chr2-0082	PAS_chr2-2_0076
PP7435_Chr2-0083	PAS_chr2-2_0457
PP7435_Chr2-0084	PAS_chr2-2_0077
PP7435_Chr2-0086	PAS_chr2-2_0079
PP7435_Chr2-0087	PAS_chr2-2_0080
PP7435_Chr2-0089	PAS_chr2-2_0083
PP7435_Chr2-0090	PAS_chr2-2_0084
PP7435_Chr2-0091	PAS_chr2-2_0459
PP7435_Chr2-0092	PAS_chr2-2_0085
PP7435_Chr2-0093	PAS_chr2-2_0086
PP7435_Chr2-0094	PAS_chr2-2_0087
PP7435_Chr2-0095	PAS_chr2-2_0088
PP7435_Chr2-0096	PAS_chr2-2_0089
PP7435_Chr2-0097	PAS_chr2-2_0090
PP7435_Chr2-0099	PAS_chr2-2_0093
PP7435_Chr2-0100	PAS_chr2-2_0460
PP7435_Chr2-0102	PAS_chr2-2_0096
PP7435_Chr2-0103	PAS_chr2-2_0097
PP7435_Chr2-0104	PAS_chr2-2_0099
PP7435_Chr2-0105	PAS_chr2-2_0100
PP7435_Chr2-0106	PAS_chr2-2_0101
PP7435_Chr2-0107	PAS_chr2-2_0102
PP7435_Chr2-0108	PAS_chr2-2_0103
PP7435_Chr2-0109	PAS_chr2-2_0104
PP7435_Chr2-0110	PAS_chr2-2_0105
PP7435_Chr2-0111	PAS_chr2-2_0106
PP7435_Chr2-0112	PAS_chr2-2_0107
PP7435_Chr2-0113	PAS_chr2-2_0108
PP7435_Chr2-0114	PAS_chr2-2_0109
PP7435_Chr2-0115	PAS_chr2-2_0110
PP7435_Chr2-0116	PAS_chr2-2_0461
PP7435_Chr2-0117	PAS_chr2-2_0111
PP7435_Chr2-0118	PAS_chr2-2_0112
PP7435_Chr2-0119	PAS_chr2-2_0113
PP7435_Chr2-0120	PAS_chr2-2_0114
PP7435_Chr2-0121	PAS_chr2-2_0115
PP7435_Chr2-0122	PAS_chr2-2_0116
PP7435_Chr2-0123	PAS_chr2-2_0117
PP7435_Chr2-0124	PAS_chr2-2_0118
PP7435_Chr2-0125	PAS_chr2-2_0119
PP7435_Chr2-0126	PAS_chr2-2_0120
PP7435_Chr2-0127	PAS_chr2-2_0121
PP7435_Chr2-0128	PAS_chr2-2_0122
PP7435_Chr2-0129	PAS_chr2-2_0123
PP7435_Chr2-0130	PAS_chr2-2_0124
PP7435_Chr2-0131	PAS_chr2-2_0125
PP7435_Chr2-0132	PAS_chr2-2_0126
PP7435_Chr2-0133	PAS_chr2-2_0127
PP7435_Chr2-0134	PAS_chr2-2_0128
PP7435_Chr2-0135	PAS_chr2-2_0129
PP7435_Chr2-0136	PAS_chr2-2_0130
PP7435_Chr2-0137	PAS_chr2-2_0131
PP7435_Chr2-0138	PAS_chr2-2_0462
PP7435_Chr2-0139	PAS_chr2-2_0132
PP7435_Chr2-0140	PAS_chr2-2_0133
PP7435_Chr2-0141	PAS_chr2-2_0134
PP7435_Chr2-0142	PAS_chr2-2_0135
PP7435_Chr2-0143	PAS_chr2-2_0136
PP7435_Chr2-0144	PAS_chr2-2_0137
PP7435_Chr2-0145	PAS_chr2-2_0138
PP7435_Chr2-0146	PAS_chr2-2_0139
PP7435_Chr2-0147	PAS_chr2-2_0140
PP7435_Chr2-0148	PAS_chr2-2_0141
PP7435_Chr2-0149	PAS_chr2-2_0142
PP7435_Chr2-0150	PAS_chr2-2_0143
PP7435_Chr2-0151	PAS_chr2-2_0145
PP7435_Chr2-0152	PAS_chr2-2_0147
PP7435_Chr2-0153	PAS_chr2-2_0148
PP7435_Chr2-0154	PAS_chr2-2_0149
PP7435_Chr2-0155	PAS_chr2-2_0150
PP7435_Chr2-0156	PAS_chr2-2_0151
PP7435_Chr2-0157	PAS_chr2-2_0152
PP7435_Chr2-0158	PAS_chr2-2_0153
PP7435_Chr2-0159	PAS_chr2-2_0155
PP7435_Chr2-0160	PAS_chr2-2_0156
PP7435_Chr2-0161	PAS_chr2-2_0157
PP7435_Chr2-0162	PAS_chr2-2_0158
PP7435_Chr2-0163	PAS_chr2-2_0463
PP7435_Chr2-0164	PAS_chr2-2_0159
PP7435_Chr2-0165	PAS_chr2-2_0465
PP7435_Chr2-0166	PAS_chr2-2_0160
PP7435_Chr2-0167	PAS_chr2-2_0161
PP7435_Chr2-0168	PAS_chr2-2_0162
PP7435_Chr2-0169	PAS_chr2-2_0163
PP7435_Chr2-0170	PAS_chr2-2_0466
PP7435_Chr2-0171	PAS_chr2-2_0164
PP7435_Chr2-0172	PAS_chr2-2_0165
PP7435_Chr2-0173	PAS_chr2-2_0166
PP7435_Chr2-0174	PAS_chr2-2_0167
PP7435_Chr2-0175	PAS_chr2-2_0168
PP7435_Chr2-0176	PAS_chr2-2_0467
PP7435_Chr2-0177	PAS_chr2-2_0170
PP7435_Chr2-0178	PAS_chr2-2_0171
PP7435_Chr2-0179	PAS_chr2-2_0172
PP7435_Chr2-0180	PAS_chr2-2_0173
PP7435_Chr2-0181	PAS_chr2-2_0468
PP7435_Chr2-0182	PAS_chr2-2_0174
PP7435_Chr2-0183	PAS_chr2-2_0175
PP7435_Chr2-0184	PAS_chr2-2_0469
PP7435_Chr2-0185	PAS_chr2-2_0177
PP7435_Chr2-0186	PAS_chr2-2_0470
PP7435_Chr2-0187	PAS_chr2-2_0178
PP7435_Chr2-0188	PAS_chr2-2_0179
PP7435_Chr2-0189	PAS_chr2-2_0180
PP7435_Chr2-0190	PAS_chr2-2_0181
PP7435_Chr2-0191	PAS_chr2-2_0182
PP7435_Chr2-0192	PAS_chr2-2_0184
PP7435_Chr2-0193	PAS_chr2-2_0471
PP7435_Chr2-0195	PAS_chr2-2_0186
PP7435_Chr2-0196	PAS_chr2-2_0187
PP7435_Chr2-0197	PAS_chr2-2_0188
PP7435_Chr2-0198	PAS_chr2-2_0189
PP7435_Chr2-0199	PAS_chr2-2_0190
PP7435_Chr2-0200	PAS_chr2-2_0191
PP7435_Chr2-0201	PAS_chr2-2_0192
PP7435_Chr2-0202	PAS_chr2-2_0193
PP7435_Chr2-0203	PAS_chr2-2_0194
PP7435_Chr2-0204	PAS_chr2-2_0196
PP7435_Chr2-0205	PAS_chr2-2_0197
PP7435_Chr2-0206	PAS_chr2-2_0198
PP7435_Chr2-0207	PAS_chr2-2_0199
PP7435_Chr2-0208	PAS_chr2-2_0200
PP7435_Chr2-0210	PAS_chr2-2_0202
PP7435_Chr2-0211	PAS_chr2-2_0473
PP7435_Chr2-0212	PAS_chr2-2_0203
PP7435_Chr2-0213	PAS_chr2-2_0204
PP7435_Chr2-0214	PAS_chr2-2_0205
PP7435_Chr2-0215	PAS_chr2-2_0206
PP7435_Chr2-0216	PAS_chr2-2_0474
PP7435_Chr2-0217	PAS_chr2-2_0207
PP7435_Chr2-0218	PAS_chr2-2_0208
PP7435_Chr2-0219	PAS_chr2-2_0209
PP7435_Chr2-0220	PAS_chr2-2_0210
PP7435_Chr2-0221	PAS_chr2-2_0211
PP7435_Chr2-0222	PAS_chr2-2_0212
PP7435_Chr2-0223	PAS_chr2-2_0213
PP7435_Chr2-0224	PAS_chr2-2_0214
PP7435_Chr2-0225	
PP7435_Chr2-0226	PAS_chr2-2_0215
PP7435_Chr2-0227	PAS_chr2-2_0216
PP7435_Chr2-0228	PAS_chr2-2_0217
PP7435_Chr2-0229	PAS_chr2-2_0218
PP7435_Chr2-0230	PAS_chr2-2_0219
PP7435_Chr2-0231	PAS_chr2-2_0220
PP7435_Chr2-0232	PAS_chr2-2_0475
PP7435_Chr2-0233	PAS_chr2-2_0221
PP7435_Chr2-0234	PAS_chr2-2_0222
PP7435_Chr2-0235	PAS_chr2-2_0223
PP7435_Chr2-0236	PAS_chr2-2_0224
PP7435_Chr2-0237	PAS_chr2-2_0226
PP7435_Chr2-0238	PAS_chr2-2_0227
PP7435_Chr2-0239	PAS_chr2-2_0228
PP7435_Chr2-0240	PAS_chr2-2_0229
PP7435_Chr2-0241	PAS_chr2-2_0476
PP7435_Chr2-0242	PAS_chr2-2_0230
PP7435_Chr2-0243	PAS_chr2-2_0231
PP7435_Chr2-0244	PAS_chr2-2_0232
PP7435_Chr2-0245	PAS_chr2-2_0233
PP7435_Chr2-0246	PAS_chr2-2_0234
PP7435_Chr2-0247	PAS_chr2-2_0235
PP7435_Chr2-0248	PAS_chr2-2_0236
PP7435_Chr2-0249	PAS_chr2-2_0237
PP7435_Chr2-0250	PAS_chr2-2_0238
PP7435_Chr2-0251	PAS_chr2-2_0239
PP7435_Chr2-0252	PAS_chr2-2_0240
PP7435_Chr2-0253	PAS_chr2-2_0241
PP7435_Chr2-0254	PAS_chr2-2_0242
PP7435_Chr2-0255	PAS_chr2-2_0479
PP7435_Chr2-0256	PAS_chr2-2_0243
PP7435_Chr2-0257	PAS_chr2-2_0480
PP7435_Chr2-0258	PAS_chr2-2_0244
PP7435_Chr2-0259	PAS_chr2-2_0245
PP7435_Chr2-0260	PAS_chr2-2_0246
PP7435_Chr2-0261	PAS_chr2-2_0247
PP7435_Chr2-0262	PAS_chr2-2_0481
PP7435_Chr2-0264	PAS_chr2-2_0251
PP7435_Chr2-0265	PAS_chr2-2_0252
PP7435_Chr2-0266	
PP7435_Chr2-0267	PAS_chr2-2_0482
PP7435_Chr2-0268	PAS_chr2-2_0254
PP7435_Chr2-0269	PAS_chr2-2_0256
PP7435_Chr2-0270	PAS_chr2-2_0257
PP7435_Chr2-0271	PAS_chr2-2_0258
PP7435_Chr2-0272	PAS_chr2-2_0259
PP7435_Chr2-0273	PAS_chr2-2_0260
PP7435_Chr2-0274	PAS_chr2-2_0261
PP7435_Chr2-0275	PAS_chr2-2_0263
PP7435_Chr2-0276	PAS_chr2-2_0264
PP7435_Chr2-0277	PAS_chr2-2_0266
PP7435_Chr2-0278	PAS_chr2-2_0267
PP7435_Chr2-0279	PAS_chr2-2_0268
PP7435_Chr2-0280	PAS_chr2-2_0270
PP7435_Chr2-0281	PAS_chr2-2_0271
PP7435_Chr2-0282	PAS_chr2-2_0484
PP7435_Chr2-0283	PAS_chr2-2_0272
PP7435_Chr2-0284	PAS_chr2-2_0273
PP7435_Chr2-0285	PAS_chr2-2_0274
PP7435_Chr2-0286	PAS_chr2-2_0275
PP7435_Chr2-0287	PAS_chr2-2_0485
PP7435_Chr2-0288	PAS_chr2-2_0276
PP7435_Chr2-0289	PAS_chr2-2_0277
PP7435_Chr2-0290	PAS_chr2-2_0278
PP7435_Chr2-0291	PAS_chr2-2_0279
PP7435_Chr2-0292	PAS_chr2-2_0280
PP7435_Chr2-0293	
PP7435_Chr2-0294	PAS_chr2-2_0282
PP7435_Chr2-0295	PAS_chr2-2_0283
PP7435_Chr2-0296	PAS_chr2-2_0486
PP7435_Chr2-0297	PAS_chr2-2_0284
PP7435_Chr2-0298	PAS_chr2-2_0487
PP7435_Chr2-0299	PAS_chr2-2_0285
PP7435_Chr2-0300	PAS_chr2-2_0286
PP7435_Chr2-0302	no GS115 homolog
PP7435_Chr2-0303	PAS_chr2-2_0288
PP7435_Chr2-0304	PAS_chr2-2_0289
PP7435_Chr2-0305	no GS115 homolog
PP7435_Chr2-0306	PAS_chr2-2_0489
PP7435_Chr2-0307	PAS_chr2-2_0290
PP7435_Chr2-0308	PAS_chr2-2_0291
PP7435_Chr2-0309	PAS_chr2-2_0292
PP7435_Chr2-0310	PAS_chr2-2_0490
PP7435_Chr2-0311	PAS_chr2-2_0293
PP7435_Chr2-0312	PAS_chr2-2_0294
PP7435_Chr2-0314	PAS_chr2-2_0296
PP7435_Chr2-0315	PAS_chr2-2_0297
PP7435_Chr2-0316	PAS_chr2-2_0298
PP7435_Chr2-0317	PAS_chr2-2_0299
PP7435_Chr2-0318	PAS_chr2-2_0300
PP7435_Chr2-0319	PAS_chr2-2_0301
PP7435_Chr2-0320	PAS_chr2-2_0302
PP7435_Chr2-0321	PAS_chr2-2_0303
PP7435_Chr2-0322	PAS_chr2-2_0304
PP7435_Chr2-0323	PAS_chr2-2_0305
PP7435_Chr2-0324	PAS_chr2-2_0492
PP7435_Chr2-0325	PAS_chr2-2_0306
PP7435_Chr2-0326	PAS_chr2-2_0307
PP7435_Chr2-0327	PAS_chr2-2_0307
PP7435_Chr2-0328	PAS_chr2-2_0308
PP7435_Chr2-0329	PAS_chr2-2_0309
PP7435_Chr2-0330	PAS_chr2-2_0310
PP7435_Chr2-0331	PAS_chr2-2_0311
PP7435_Chr2-0332	PAS_chr2-2_0312
PP7435_Chr2-0333	PAS_chr2-2_0313
PP7435_Chr2-0334	PAS_chr2-2_0314
PP7435_Chr2-0335	PAS_chr2-2_0315
PP7435_Chr2-0336	PAS_chr2-2_0316
PP7435_Chr2-0337	PAS_chr2-2_0317
PP7435_Chr2-0338	PAS_chr2-2_0318
PP7435_Chr2-0339	PAS_chr2-2_0319
PP7435_Chr2-0340	PAS_chr2-2_0320
PP7435_Chr2-0341	PAS_chr2-2_0321
PP7435_Chr2-0342	PAS_chr2-2_0322
PP7435_Chr2-0343	PAS_chr2-2_0323
PP7435_Chr2-0344	PAS_chr2-2_0324
PP7435_Chr2-0345	PAS_chr2-2_0325
PP7435_Chr2-0346	PAS_chr2-2_0326
PP7435_Chr2-0347	PAS_chr2-2_0327
PP7435_Chr2-0348	PAS_chr2-2_0328
PP7435_Chr2-0349	PAS_chr2-2_0329
PP7435_Chr2-0350	PAS_chr2-2_0330
PP7435_Chr2-0351	PAS_chr2-2_0331
PP7435_Chr2-0352	PAS_chr2-2_0332
PP7435_Chr2-0353	PAS_chr2-2_0333
PP7435_Chr2-0354	PAS_chr2-2_0334
PP7435_Chr2-0355	PAS_chr2-2_0335
PP7435_Chr2-0356	PAS_chr2-2_0336
PP7435_Chr2-0357	PAS_chr2-2_0337
PP7435_Chr2-0358	PAS_chr2-2_0338
PP7435_Chr2-0359	PAS_chr2-2_0339
PP7435_Chr2-0360	PAS_chr2-2_0340
PP7435_Chr2-0361	PAS_chr2-2_0341
PP7435_Chr2-0362	PAS_chr2-2_0342
PP7435_Chr2-0363	PAS_chr2-2_0343
PP7435_Chr2-0364	PAS_chr2-2_0344
PP7435_Chr2-0365	PAS_chr2-2_0345
PP7435_Chr2-0366	
PP7435_Chr2-0367	PAS_chr2-2_0347
PP7435_Chr2-0368	PAS_chr2-2_0493
PP7435_Chr2-0369	PAS_chr2-2_0348
PP7435_Chr2-0370	PAS_chr2-2_0349
PP7435_Chr2-0371	PAS_chr2-2_0350
PP7435_Chr2-0372	no GS115 homolog
PP7435_Chr2-0373	PAS_chr2-2_0351
PP7435_Chr2-0374	PAS_chr2-2_0352
PP7435_Chr2-0375	PAS_chr2-2_0353
PP7435_Chr2-0376	PAS_chr2-2_0354
PP7435_Chr2-0377	PAS_chr2-2_0355
PP7435_Chr2-0378	PAS_chr2-2_0356
PP7435_Chr2-0380	PAS_chr2-2_0359
PP7435_Chr2-0381	PAS_chr2-2_0360
PP7435_Chr2-0382	PAS_chr2-2_0362
PP7435_Chr2-0383	PAS_chr2-2_0363
PP7435_Chr2-0384	PAS_chr2-2_0364
PP7435_Chr2-0385	PAS_chr2-2_0494
PP7435_Chr2-0386	PAS_chr2-2_0365
PP7435_Chr2-0387	PAS_chr2-2_0366
PP7435_Chr2-0388	PAS_chr2-2_0367
PP7435_Chr2-0389	PAS_chr2-2_0368
PP7435_Chr2-0390	PAS_chr2-2_0369
PP7435_Chr2-0391	PAS_chr2-2_0370
PP7435_Chr2-0392	PAS_chr2-2_0371
PP7435_Chr2-0393	PAS_chr2-2_0372
PP7435_Chr2-0394	PAS_chr2-2_0373
PP7435_Chr2-0395	
PP7435_Chr2-0396	PAS_chr2-2_0374
PP7435_Chr2-0397	PAS_chr2-2_0375
PP7435_Chr2-0398	PAS_chr2-2_0376
PP7435_Chr2-0399	PAS_chr2-2_0377
PP7435_Chr2-0400	PAS_chr2-2_0378
PP7435_Chr2-0401	PAS_chr2-2_0379
PP7435_Chr2-0402	PAS_chr2-2_0380
PP7435_Chr2-0403	PAS_chr2-2_0381
PP7435_Chr2-0404	PAS_chr2-2_0382
PP7435_Chr2-0405	PAS_chr2-2_0383
PP7435_Chr2-0406	PAS_chr2-2_0384
PP7435_Chr2-0407	PAS_chr2-2_0385
PP7435_Chr2-0408	PAS_chr2-2_0387
PP7435_Chr2-0409	PAS_chr2-2_0388
PP7435_Chr2-0410	PAS_chr2-2_0391
PP7435_Chr2-0411	PAS_chr2-2_0392
PP7435_Chr2-0412	PAS_chr2-2_0393
PP7435_Chr2-0413	PAS_chr2-2_0394
PP7435_Chr2-0414	PAS_chr2-2_0395
PP7435_Chr2-0415	homolog not anymore annotated
PP7435_Chr2-0416	PAS_chr2-2_0397
PP7435_Chr2-0417	PAS_chr2-2_0398
PP7435_Chr2-0418	
PP7435_Chr2-0419	PAS_chr2-2_0400
PP7435_Chr2-0420	PAS_chr2-2_0401
PP7435_Chr2-0422	PAS_chr2-2_0403
PP7435_Chr2-0423	homolog not anymore annotated
PP7435_Chr2-0424	PAS_chr2-2_0405
PP7435_Chr2-0425	no GS115 homolog
PP7435_Chr2-0426	PAS_chr2-2_0406
PP7435_Chr2-0427	PAS_chr2-2_0407
PP7435_Chr2-0428	PAS_chr2-2_0408
PP7435_Chr2-0429	PAS_chr2-2_0409
PP7435_Chr2-0430	PAS_chr2-2_0496
PP7435_Chr2-0431	PAS_chr2-2_0410
PP7435_Chr2-0432	no GS115 homolog
PP7435_Chr2-0433	PAS_chr2-2_0497
PP7435_Chr2-0434	PAS_chr2-2_0412
PP7435_Chr2-0435	PAS_chr2-2_0413
PP7435_Chr2-0436	PAS_chr2-2_0414
PP7435_Chr2-0437	PAS_chr2-2_0415
PP7435_Chr2-0438	PAS_chr2-2_0416
PP7435_Chr2-0439	PAS_chr2-2_0417
PP7435_Chr2-0440	
PP7435_Chr2-0441	PAS_chr2-2_0419
PP7435_Chr2-0442	PAS_chr2-2_0420
PP7435_Chr2-0443	homolog not anymore annotated
PP7435_Chr2-0444	PAS_chr2-2_0498
PP7435_Chr2-0445	PAS_chr2-2_0422
PP7435_Chr2-0446	PAS_chr2-2_0423
PP7435_Chr2-0447	PAS_chr2-2_0424
PP7435_Chr2-0449	PAS_chr2-2_0426
PP7435_Chr2-0450	PAS_chr2-2_0428
PP7435_Chr2-0451	PAS_chr2-2_0430
PP7435_Chr2-0452	PAS_chr2-2_0431
PP7435_Chr2-0453	PAS_chr2-2_0432
PP7435_Chr2-0454	PAS_chr2-2_0433
PP7435_Chr2-0455	PAS_chr2-2_0434
PP7435_Chr2-0456	PAS_chr2-2_0435
PP7435_Chr2-0457	PAS_chr2-2_0436
PP7435_Chr2-0458	PAS_chr2-2_0437
PP7435_Chr2-0459	PAS_chr2-2_0438
PP7435_Chr2-0460	PAS_chr2-2_0439
PP7435_Chr2-0461	PAS_chr2-2_0441
PP7435_Chr2-0462	PAS_chr2-2_0442
PP7435_Chr2-0463	PAS_chr2-2_0443
PP7435_Chr2-0464	PAS_chr2-2_0444
PP7435_Chr2-0465	PAS_chr2-2_0445
PP7435_Chr2-0466	PAS_chr2-2_0446
PP7435_Chr2-0467	PAS_chr2-1_0803
PP7435_Chr2-0468	PAS_chr2-1_0802
PP7435_Chr2-0469	PAS_chr2-1_0801
PP7435_Chr2-0470	PAS_chr2-1_0800
PP7435_Chr2-0471	PAS_chr2-1_0799
PP7435_Chr2-0472	PAS_chr2-1_0798
PP7435_Chr2-0473	PAS_chr2-1_0797
PP7435_Chr2-0474	PAS_chr2-1_0796
PP7435_Chr2-0476	PAS_chr2-1_0794
PP7435_Chr2-0479	PAS_chr2-1_0792
PP7435_Chr2-0480	PAS_chr2-1_0791
PP7435_Chr2-0482	PAS_chr2-1_0787
PP7435_Chr2-0483	PAS_chr2-1_0786
PP7435_Chr2-0484	PAS_chr2-1_0785
PP7435_Chr2-0485	PAS_chr2-1_0784
PP7435_Chr2-0486	PAS_chr2-1_0783
PP7435_Chr2-0487	PAS_chr2-1_0890
PP7435_Chr2-0488	PAS_chr2-1_0782
PP7435_Chr2-0489	PAS_chr2-1_0781
PP7435_Chr2-0490	PAS_chr2-1_0780
PP7435_Chr2-0491	PAS_chr2-1_0779
PP7435_Chr2-0492	PAS_chr2-1_0889
PP7435_Chr2-0493	PAS_chr2-1_0778
PP7435_Chr2-0494	PAS_chr2-1_0777
PP7435_Chr2-0495	PAS_chr2-1_0776
PP7435_Chr2-0496	PAS_chr2-1_0775
PP7435_Chr2-0497	PAS_chr2-1_0774
PP7435_Chr2-0498	PAS_chr2-1_0773
PP7435_Chr2-0499	PAS_chr2-1_0772
PP7435_Chr2-0500	PAS_chr2-1_0771
PP7435_Chr2-0501	PAS_chr2-1_0887
PP7435_Chr2-0502	PAS_chr2-1_0770
PP7435_Chr2-0503	PAS_chr2-1_0769
PP7435_Chr2-0504	PAS_chr2-1_0768
PP7435_Chr2-0505	PAS_chr2-1_0767
PP7435_Chr2-0506	PAS_chr2-1_0765
PP7435_Chr2-0507	PAS_chr2-1_0764
PP7435_Chr2-0508	PAS_chr2-1_0763
PP7435_Chr2-0509	PAS_chr2-1_0886
PP7435_Chr2-0510	PAS_chr2-1_0762
PP7435_Chr2-0511	PAS_chr2-1_0761
PP7435_Chr2-0512	PAS_chr2-1_0760
PP7435_Chr2-0513	PAS_chr2-1_0885
PP7435_Chr2-0514	PAS_chr2-1_0759
PP7435_Chr2-0515	PAS_chr2-1_0758
PP7435_Chr2-0516	PAS_chr2-1_0757
PP7435_Chr2-0517	
PP7435_Chr2-0518	PAS_chr2-1_0756
PP7435_Chr2-0519	PAS_chr2-1_0755
PP7435_Chr2-0520	PAS_chr2-1_0884
PP7435_Chr2-0521	PAS_chr2-1_0754
PP7435_Chr2-0522	PAS_chr2-1_0883
PP7435_Chr2-0523	PAS_chr2-1_0753
